Date,High,Low,Open,Close,Volume,Adj Close
2019-04-29,37.560001373291016,36.650001525878906,37.27000045776367,36.72999954223633,6018000,36.72999954223633
2019-04-30,37.189998626708984,36.59000015258789,36.779998779296875,37.119998931884766,7938900,37.119998931884766
2019-05-01,37.13999938964844,36.34000015258789,37.11000061035156,36.380001068115234,6081000,36.380001068115234
2019-05-02,36.88999938964844,36.11000061035156,36.25,36.88999938964844,10698600,36.88999938964844
2019-05-03,37.29999923706055,36.84000015258789,37.04999923706055,37.20000076293945,7869300,37.20000076293945
2019-05-06,37.470001220703125,36.5099983215332,36.56999969482422,37.369998931884766,7742300,37.369998931884766
2019-05-07,37.25,36.470001220703125,37.08000183105469,36.77000045776367,6403000,36.77000045776367
2019-05-08,37.209999084472656,36.369998931884766,36.75,36.70000076293945,7128900,36.70000076293945
2019-05-09,37.11000061035156,36.06999969482422,36.34000015258789,37.06999969482422,8510500,37.06999969482422
2019-05-10,36.900001525878906,35.880001068115234,36.81999969482422,36.58000183105469,7458700,36.58000183105469
2019-05-13,36.369998931884766,35.880001068115234,36.29999923706055,35.970001220703125,5476000,35.970001220703125
2019-05-14,37.119998931884766,36.099998474121094,36.20000076293945,36.7599983215332,6567200,36.7599983215332
2019-05-15,37.380001068115234,36.599998474121094,36.63999938964844,37.06999969482422,8536900,37.06999969482422
2019-05-16,38.310001373291016,37.209999084472656,37.209999084472656,37.619998931884766,7498800,37.619998931884766
2019-05-17,37.880001068115234,37.06999969482422,37.08000183105469,37.31999969482422,5482100,37.31999969482422
2019-05-20,37.38999938964844,36.810001373291016,37.150001525878906,37.290000915527344,5053300,37.290000915527344
2019-05-21,37.880001068115234,37.40999984741211,37.630001068115234,37.70000076293945,7933000,37.70000076293945
2019-05-22,37.88999938964844,37.45000076293945,37.650001525878906,37.72999954223633,3714200,37.72999954223633
2019-05-23,37.810001373291016,37.290000915527344,37.68000030517578,37.790000915527344,6282500,37.790000915527344
2019-05-24,38.650001525878906,37.66999816894531,37.70000076293945,38.470001220703125,8232400,38.470001220703125
2019-05-28,39.15999984741211,38.34000015258789,38.540000915527344,38.45000076293945,14470400,38.45000076293945
2019-05-29,38.5,37.70000076293945,38.400001525878906,38.06999969482422,6052500,38.06999969482422
2019-05-30,38.68000030517578,38.02000045776367,38.209999084472656,38.439998626708984,6964500,38.439998626708984
2019-05-31,38.59000015258789,37.619998931884766,38.15999984741211,38.40999984741211,6825900,38.40999984741211
2019-06-03,38.66999816894531,38.08000183105469,38.47999954223633,38.290000915527344,5730800,38.290000915527344
2019-06-04,39.13999938964844,38.209999084472656,38.7599983215332,39.04999923706055,6981900,39.04999923706055
2019-06-05,40.15999984741211,39.18000030517578,39.189998626708984,40.0099983215332,11081400,40.0099983215332
2019-06-06,40.939998626708984,39.630001068115234,40.119998931884766,40.540000915527344,12114700,40.540000915527344
2019-06-07,41.63999938964844,40.75,40.83000183105469,41.279998779296875,17415500,41.279998779296875
2019-06-10,41.790000915527344,41.18000030517578,41.18000030517578,41.45000076293945,8012400,41.45000076293945
2019-06-11,42.0,40.81999969482422,41.68000030517578,41.16999816894531,8341700,41.16999816894531
2019-06-12,41.47999954223633,40.45000076293945,41.13999938964844,40.79999923706055,7019100,40.79999923706055
2019-06-13,40.959999084472656,40.380001068115234,40.810001373291016,40.65999984741211,7260900,40.65999984741211
2019-06-14,40.95000076293945,40.33000183105469,40.7599983215332,40.41999816894531,5410000,40.41999816894531
2019-06-17,40.7400016784668,40.31999969482422,40.459999084472656,40.68000030517578,3746000,40.68000030517578
2019-06-18,41.689998626708984,40.880001068115234,41.040000915527344,40.939998626708984,5983000,40.939998626708984
2019-06-19,41.77000045776367,40.58000183105469,40.79999923706055,41.65999984741211,6328700,41.65999984741211
2019-06-20,42.400001525878906,41.4900016784668,41.9900016784668,41.86000061035156,6131600,41.86000061035156
2019-06-21,41.86000061035156,41.31999969482422,41.79999923706055,41.689998626708984,8605800,41.689998626708984
2019-06-24,42.029998779296875,41.52000045776367,41.56999969482422,42.0099983215332,5407000,42.0099983215332
2019-06-25,42.31999969482422,41.70000076293945,42.060001373291016,41.720001220703125,5624400,41.720001220703125
2019-06-26,41.709999084472656,40.66999816894531,41.689998626708984,41.38999938964844,6176900,41.38999938964844
2019-06-27,42.27000045776367,41.52000045776367,41.77000045776367,41.93000030517578,8356900,41.93000030517578
2019-06-28,43.02000045776367,41.869998931884766,41.95000076293945,42.97999954223633,12753800,42.97999954223633
2019-07-01,43.65999984741211,42.630001068115234,43.40999984741211,42.900001525878906,7523300,42.900001525878906
2019-07-02,43.27000045776367,42.36000061035156,43.04999923706055,42.689998626708984,7757300,42.689998626708984
2019-07-03,42.81999969482422,42.369998931884766,42.72999954223633,42.630001068115234,3683600,42.630001068115234
2019-07-05,42.70000076293945,42.29999923706055,42.41999816894531,42.619998931884766,4121700,42.619998931884766
2019-07-08,42.720001220703125,42.220001220703125,42.34000015258789,42.61000061035156,6206500,42.61000061035156
2019-07-09,43.099998474121094,42.43000030517578,42.45000076293945,43.060001373291016,5833900,43.060001373291016
2019-07-10,43.27000045776367,42.619998931884766,43.06999969482422,42.88999938964844,6689500,42.88999938964844
2019-07-11,43.209999084472656,42.63999938964844,43.15999984741211,43.20000076293945,4745300,43.20000076293945
2019-07-12,43.209999084472656,42.09000015258789,43.13999938964844,42.25,8970600,42.25
2019-07-15,42.66999816894531,42.099998474121094,42.27000045776367,42.45000076293945,4466100,42.45000076293945
2019-07-16,42.68000030517578,41.83000183105469,42.56999969482422,41.86000061035156,4966300,41.86000061035156
2019-07-17,42.45000076293945,42.029998779296875,42.119998931884766,42.2400016784668,6087700,42.2400016784668
2019-07-18,42.939998626708984,42.040000915527344,42.130001068115234,42.63999938964844,6095900,42.63999938964844
2019-07-19,42.95000076293945,42.18000030517578,42.849998474121094,42.25,6840100,42.25
2019-07-22,42.75,42.310001373291016,42.470001220703125,42.5,5291000,42.5
2019-07-23,42.880001068115234,42.34000015258789,42.70000076293945,42.880001068115234,6836400,42.880001068115234
2019-07-24,42.91999816894531,41.529998779296875,42.060001373291016,42.869998931884766,8422000,42.869998931884766
2019-07-25,43.0,41.970001220703125,42.880001068115234,42.0099983215332,6209400,42.0099983215332
2019-07-26,42.560001373291016,41.869998931884766,42.38999938964844,42.08000183105469,4943200,42.08000183105469
2019-07-29,42.400001525878906,41.880001068115234,42.0,42.290000915527344,3951600,42.290000915527344
2019-07-30,42.869998931884766,41.869998931884766,42.11000061035156,42.86000061035156,4635200,42.86000061035156
2019-07-31,43.16999816894531,42.060001373291016,42.84000015258789,42.459999084472656,6861500,42.459999084472656
2019-08-01,43.529998779296875,41.90999984741211,42.47999954223633,42.61000061035156,7800400,42.61000061035156
2019-08-02,42.83000183105469,42.15999984741211,42.65999984741211,42.75,5341300,42.75
2019-08-05,42.31999969482422,40.90999984741211,42.189998626708984,41.36000061035156,7200100,41.36000061035156
2019-08-06,42.33000183105469,41.400001525878906,41.630001068115234,42.33000183105469,4301500,42.33000183105469
