Date,High,Low,Open,Close,Volume,Adj Close
2019-04-29,220.9199981689453,219.47000122070312,220.17999267578125,219.6999969482422,1016100.0,217.1898651123047
2019-04-30,220.8699951171875,218.69000244140625,220.0,220.66000366210938,1066200.0,218.13890075683594
2019-05-01,222.0,219.3000030517578,220.99000549316406,219.4499969482422,1113900.0,216.94271850585938
2019-05-02,219.80999755859375,212.74000549316406,215.99000549316406,217.1699981689453,1373400.0,214.6887664794922
2019-05-03,218.61000061035156,215.4199981689453,217.02999877929688,217.8800048828125,1129000.0,215.3906707763672
2019-05-06,220.0399932861328,213.58999633789062,214.44000244140625,219.61000061035156,973100.0,217.1008758544922
2019-05-07,217.57000732421875,212.58999633789062,217.57000732421875,214.60000610351562,1078600.0,212.1481475830078
2019-05-08,216.6699981689453,213.35000610351562,213.3699951171875,214.72999572753906,1242100.0,212.2766571044922
2019-05-09,213.74000549316406,210.5,212.5800018310547,213.1199951171875,1331300.0,210.68502807617188
2019-05-10,214.67999267578125,209.41000366210938,212.38999938964844,214.3300018310547,900200.0,211.8812255859375
2019-05-13,211.69000244140625,205.92999267578125,211.1699981689453,208.67999267578125,1538200.0,206.29576110839844
2019-05-14,214.6199951171875,209.27000427246094,209.27000427246094,211.8300018310547,1117600.0,209.4097900390625
2019-05-15,213.33999633789062,209.85000610351562,210.6699981689453,211.72000122070312,1232500.0,209.30104064941406
2019-05-16,216.38999938964844,208.72000122070312,212.8800048828125,215.2899932861328,885300.0,212.83023071289062
2019-05-17,215.30999755859375,212.50999450683594,213.22999572753906,212.94000244140625,1686700.0,210.50709533691406
2019-05-20,213.36000061035156,210.60000610351562,211.9199981689453,211.8300018310547,1067500.0,209.4097900390625
2019-05-21,217.22000122070312,213.74000549316406,216.5800018310547,216.92999267578125,1696800.0,214.45150756835938
2019-05-22,220.33999633789062,216.7100067138672,216.77000427246094,217.60000610351562,1288300.0,215.11387634277344
2019-05-23,216.47000122070312,212.57000732421875,216.16000366210938,213.99000549316406,1046500.0,211.54510498046875
2019-05-24,215.3300018310547,211.88999938964844,215.3300018310547,214.3300018310547,1275500.0,211.8812255859375
2019-05-28,217.3000030517578,214.11000061035156,214.3699951171875,214.52000427246094,1593600.0,212.63455200195312
2019-05-29,217.9600067138672,214.19000244140625,214.22999572753906,216.5399932861328,1237900.0,214.6367950439453
2019-05-30,219.6300048828125,216.2100067138672,216.5500030517578,217.16000366210938,733800.0,215.25135803222656
2019-05-31,215.8699951171875,213.2899932861328,215.77000427246094,213.8800048828125,1095500.0,212.0001678466797
2019-06-03,216.02999877929688,211.35000610351562,214.38999938964844,212.97000122070312,849800.0,211.09814453125
2019-06-04,215.74000549316406,210.49000549316406,215.3800048828125,214.8300018310547,1254200.0,212.9418182373047
2019-06-05,220.88999938964844,216.1699981689453,216.36000061035156,220.27000427246094,1313000.0,218.33399963378906
2019-06-06,222.4499969482422,220.3699951171875,221.3800048828125,222.00999450683594,763700.0,220.05870056152344
2019-06-07,225.22000122070312,222.0399932861328,222.5,224.6699981689453,948900.0,222.6953125
2019-06-10,227.63999938964844,225.0500030517578,225.89999389648438,227.1300048828125,834000.0,225.1337127685547
2019-06-11,229.0,221.3699951171875,228.67999267578125,222.69000244140625,839600.0,220.73272705078125
2019-06-12,224.5,222.1199951171875,222.72999572753906,224.1999969482422,530500.0,222.2294464111328
2019-06-13,225.52000427246094,222.8800048828125,224.6300048828125,224.4499969482422,559700.0,222.4772491455078
2019-06-14,225.6999969482422,222.22000122070312,224.63999938964844,224.89999389648438,717900.0,222.92330932617188
2019-06-17,225.83999633789062,223.9499969482422,225.22999572753906,224.1699981689453,823100.0,222.19970703125
2019-06-18,227.07000732421875,225.0,225.27999877929688,226.22999572753906,796200.0,224.24160766601562
2019-06-19,231.25,226.3699951171875,227.0500030517578,230.57000732421875,1130400.0,228.54348754882812
2019-06-20,235.5800018310547,230.3800048828125,232.52000427246094,231.27999877929688,1339900.0,229.2472381591797
2019-06-21,231.17999267578125,228.5800018310547,230.86000061035156,228.6999969482422,1519500.0,226.6898956298828
2019-06-24,230.0,228.47999572753906,228.94000244140625,228.85000610351562,799300.0,226.83860778808594
