Date,AAPL,AEP,AMZN,AEE,AJG,CFG,CHD,CMA,CNC,FDX,HOG,IPG
2019-04-29,201.4212188720703,80.82894897460938,1938.4300537109373,69.57546997070311,81.4212875366211,34.397727966308594,72.63492584228516,75.13142395019531,52.2599983215332,183.47056579589844,35.88059616088867,22.46503257751465
2019-04-30,197.5426177978516,82.28125762939453,1926.52001953125,70.95020294189453,82.07894134521484,34.52170562744141,73.77676391601562,74.94070434570312,51.56000137329102,186.252685546875,35.58429718017578,21.98705291748047
2019-05-01,207.23912048339844,81.70417022705078,1911.52001953125,70.43345642089844,80.80290222167969,34.226078033447266,72.4872817993164,73.41500091552734,49.72999954223633,182.4776763916016,34.88656616210937,22.06352996826172
2019-05-02,205.8904571533203,81.46372985839844,1900.8199462890625,70.53096008300781,81.36238861083984,34.569385528564446,73.49131774902344,74.55928802490234,51.61999893188477,183.87364196777344,35.43136978149414,21.86277961730957
2019-05-03,208.449951171875,82.16584014892578,1962.4599609375,71.12570190429688,81.59796905517578,35.093883514404304,73.17632293701172,74.51160430908203,52.59000015258789,184.8763732910156,35.56517791748047,22.07308959960937
2019-05-06,205.2309112548828,81.5887680053711,1950.550048828125,70.93070983886719,82.0200424194336,34.89361953735352,72.6939926147461,74.29228210449219,56.040000915527344,182.45802307128903,35.020374298095696,22.264280319213867
2019-05-07,199.6985015869141,81.39639282226562,1921.0,70.8819580078125,80.74400329589844,34.235610961914055,71.73917388916016,72.93822479248047,55.849998474121094,177.60165405273438,34.69540405273437,21.77674102783203
2019-05-08,199.73785400390625,80.53079223632812,1917.77001953125,69.57546997070311,81.16608428955078,34.01627349853516,72.03447723388672,72.34701538085938,56.61999893188477,176.39247131347656,34.618946075439446,22.273839950561523
2019-05-09,197.5918273925781,80.34658813476562,1899.8699951171875,70.10196685791016,80.7047348022461,34.15932464599609,71.51277923583984,72.6807632446289,54.7400016784668,176.52027893066406,34.360877990722656,21.92969512939453
2019-05-10,194.85450744628903,82.08207702636719,1889.97998046875,71.45720672607422,81.93170166015625,34.37865829467773,72.35931396484375,73.15753936767578,55.04999923706055,174.98667907714844,34.31309127807617,22.06352996826172
2019-05-13,183.52967834472656,83.71090698242188,1822.6800537109373,72.73445129394531,80.43970489501953,32.91958999633789,72.75305938720703,70.01077270507811,54.9000015258789,169.3831787109375,32.49707794189453,21.365678787231445
2019-05-14,186.43499755859372,82.95466613769531,1840.1199951171875,72.0031967163086,80.95994567871094,33.291507720947266,71.55584716796875,71.14551544189453,54.7400016784668,168.9506072998047,33.204360961914055,21.40391731262207
2019-05-15,188.6683349609375,82.46019744873047,1871.1500244140625,71.87645721435547,81.18570709228516,32.62396240234375,72.68147277832031,69.54353332519531,54.43000030517578,169.61911010742188,33.414634704589844,21.585548400878906
2019-05-16,187.8382568359375,82.79954528808594,1907.5699462890625,72.3834457397461,82.24579620361328,33.14846420288086,73.16529083251953,70.649658203125,55.56999969482422,172.79443359375,33.548450469970696,21.48039436340332
2019-05-17,186.77099609375,83.23583984375,1869.0,72.84169006347656,81.81391906738281,33.14846420288086,72.94805908203125,70.09659576416016,56.040000915527344,167.04345703125,33.03232192993164,21.537752151489254
2019-05-20,180.9306945800781,83.96299743652344,1858.969970703125,72.82218933105469,81.75502014160156,33.23429107666016,73.03693389892578,70.26824951171875,55.5099983215332,165.36239624023438,33.271270751953125,21.241403579711914
2019-05-21,184.39930725097656,83.97270202636719,1857.52001953125,72.43219757080078,82.30469512939453,33.63481903076172,73.06653594970703,71.04063415527344,57.13999938964844,165.14614868164062,34.08369827270508,21.633346557617188
2019-05-22,180.62432861328125,84.63199615478516,1859.6800537109373,72.99768829345703,83.22737884521484,33.26290512084961,73.20477294921875,70.04891204833984,56.77999877929688,159.25755310058594,33.62491607666016,21.614227294921875
2019-05-23,177.5411376953125,85.49488830566406,1815.47998046875,73.81668853759766,82.59916687011719,32.44277572631836,74.23167419433594,68.32296752929689,55.41999816894531,157.87139892578125,32.74558258056641,21.27008438110352
2019-05-24,176.85928344726562,85.6015396118164,1823.280029296875,73.49494171142578,82.72677612304688,32.843299865722656,73.76758575439453,69.05721282958984,56.86999893188477,157.22256469726562,32.974971771240234,21.12668800354004
2019-05-28,176.1280059814453,84.03087615966797,1836.4300537109373,72.4614486694336,82.36360168457031,32.19482421875,72.16801452636719,68.07503509521484,56.09000015258789,155.7676239013672,32.41105270385742,21.002412796020508
2019-05-29,175.28802490234375,83.0807113647461,1819.18994140625,71.35971069335938,82.49120330810547,32.37601852416992,72.44449615478516,68.27529144287111,56.22999954223633,156.86868286132812,32.15493392944336,20.74430656433105
2019-05-30,176.1971893310547,82.70259094238281,1816.3199462890625,71.09645080566406,82.92308807373047,31.965951919555664,73.92557525634766,67.56964874267578,57.0,155.3350830078125,32.290245056152344,20.60091209411621
2019-05-31,173.00527954101562,83.49761199951172,1775.0699462890625,71.50595092773438,82.64824676513672,31.069538116455078,73.47137451171875,65.62437438964844,57.75,151.66822814941406,31.623371124267575,20.50909423828125
2019-06-03,171.25613403320312,84.70955657958984,1692.68994140625,72.61744689941406,84.00281524658203,31.56542587280273,75.0116958618164,66.62562561035156,51.81999969482422,149.7610626220703,32.386890411376946,20.75071907043457
2019-06-04,177.52137756347656,84.39929962158203,1729.56005859375,72.58818817138672,84.28746795654297,32.93866729736328,74.16254425048828,68.70439910888672,53.93999862670898,156.88832092285156,33.09242630004883,20.915023803710934
2019-06-05,180.38714599609372,86.64865112304688,1738.5,74.23593139648438,86.14264678955078,32.71932983398437,76.04844665527344,67.91293334960939,53.86999893188477,155.9052734375,33.218063354492195,20.96334648132324
2019-06-06,183.0355682373047,87.25946807861328,1754.3599853515625,74.61617279052734,86.12291717529297,32.81469345092773,76.83836364746094,67.91293334960939,53.88999938964844,154.19473266601562,33.179412841796875,21.12765312194824
2019-06-07,187.90740966796875,86.81348419189453,1804.030029296875,73.98242950439453,86.59638977050781,32.290191650390625,76.99635314941406,66.88308715820311,54.209999084472656,155.34490966796875,33.48868560791016,21.214637756347656
2019-06-10,190.3087615966797,86.30931091308594,1860.6300048828125,74.02143096923828,86.6259765625,32.862377166748054,76.31504821777344,66.90215301513672,54.97000122070313,159.10025024414062,33.884937286376946,20.605743408203125
2019-06-11,192.512451171875,85.63062286376953,1863.699951171875,73.51615142822266,86.2610092163086,33.22475814819336,75.72261810302734,67.80804443359375,54.15999984741211,156.74085998535156,33.91393280029297,20.895694732666016
2019-06-12,191.8997802734375,86.66803741455078,1855.3199462890625,74.80143737792969,86.51747131347656,33.138927459716804,75.82135772705078,66.73050689697266,53.68999862670898,158.63818359375,33.39203643798828,21.137319564819336
2019-06-13,191.8602294921875,86.86195373535156,1870.300048828125,74.77200317382812,85.93550109863281,33.26290512084961,75.9694595336914,66.81716156005861,53.7400016784668,162.8654022216797,33.730300903320305,21.52391624450684
2019-06-14,190.4668731689453,87.82180786132812,1869.6700439453125,75.26255798339844,86.50760650634766,33.348731994628906,76.18669128417969,67.59701538085939,53.54999923706055,161.7643585205078,33.479015350341804,21.330617904663086
2019-06-17,191.6033172607422,87.3370361328125,1886.030029296875,74.7621841430664,85.11678314208984,32.78607940673828,76.35454559326172,66.62461090087889,55.0099983215332,160.94842529296875,33.40170288085937,21.233966827392575
2019-06-18,196.10952758789062,87.0461654663086,1901.3699951171875,74.98784637451172,84.87017822265625,33.65389633178711,75.36715698242188,67.88585662841797,55.2599983215332,163.52406311035156,33.80762481689453,21.4755916595459
2019-06-19,195.536376953125,88.09327697753906,1908.7900390625,75.44898223876953,85.6099853515625,33.062637329101555,75.22891998291016,66.66311645507811,55.459999084472656,163.74032592773438,33.73997116088867,21.697885513305664
2019-06-20,197.1076202392578,88.10298156738281,1918.18994140625,75.90029907226562,86.3103256225586,33.33919143676758,75.39678192138672,67.41408538818361,55.38000106811523,165.6475067138672,34.8031005859375,21.72688102722168
2019-06-21,196.4356231689453,88.76227569580078,1911.300048828125,75.98860168457031,85.3633804321289,33.177078247070305,74.98208618164062,67.44297790527344,56.36999893188477,163.1802978515625,35.411983489990234,21.697885513305664
